,datetime,open,high,low,close,volume,adj_close
2020-01-13 19:00:00,1578934800000,143.45,143.95,143.01,143.06,8893.64599,143.06
2020-01-13 20:00:00,1578938400000,143.05,143.36,142.91,143.34,3868.99537,143.34
2020-01-13 21:00:00,1578942000000,143.35,143.67,143.08,143.5,3686.44823,143.5
2020-01-13 22:00:00,1578945600000,143.5,144.43,143.42,144.42,8898.57732,144.42
2020-01-13 23:00:00,1578949200000,144.43,144.66,143.81,144.26,8089.20268,144.26
2020-01-14 00:00:00,1578952800000,144.27,144.36,143.84,143.87,3844.20229,143.87
2020-01-14 01:00:00,1578956400000,143.87,144.24,143.5,143.58,7428.4805,143.58
2020-01-14 02:00:00,1578960000000,143.58,145.8,143.51,145.36,27548.23233,145.36
2020-01-14 03:00:00,1578963600000,145.37,148.45,145.31,147.34,64133.38542,147.34
2020-01-14 04:00:00,1578967200000,147.4,147.52,146.45,147.2,21910.60418,147.2
2020-01-14 05:00:00,1578970800000,147.19,149.34,146.81,148.94,37682.60131,148.94
2020-01-14 06:00:00,1578974400000,148.94,150.74,148.91,149.12,50679.8315,149.12
2020-01-14 07:00:00,1578978000000,149.1,149.34,148.07,148.44,17645.97742,148.44
2020-01-14 08:00:00,1578981600000,148.42,149.11,148.0,148.96,16559.77698,148.96
2020-01-14 09:00:00,1578985200000,148.95,149.6,148.66,149.0,9687.96419,149.0
2020-01-14 10:00:00,1578988800000,149.0,149.58,148.93,149.31,14127.17427,149.31
2020-01-14 11:00:00,1578992400000,149.31,151.75,149.31,149.84,34312.1031,149.84
2020-01-14 12:00:00,1578996000000,149.84,150.6,149.44,150.48,17378.08578,150.48
2020-01-14 13:00:00,1578999600000,150.48,151.62,150.2,151.56,16971.43301,151.56
2020-01-14 14:00:00,1579003200000,151.56,153.33,150.75,151.09,67875.38427,151.09
2020-01-14 15:00:00,1579006800000,151.09,154.18,151.04,154.08,32047.5706,154.08
2020-01-14 16:00:00,1579010400000,154.08,157.56,153.1,155.87,86752.58325,155.87
2020-01-14 17:00:00,1579014000000,155.86,157.69,153.84,156.04,61404.3563,156.04
2020-01-14 18:00:00,1579017600000,155.89,159.3,153.09,159.2,88062.68537,159.2
2020-01-14 19:00:00,1579021200000,159.2,165.86,158.4,163.91,128174.63133,163.91
2020-01-14 20:00:00,1579024800000,163.93,171.7,162.03,165.61,146691.05934,165.61
2020-01-14 21:00:00,1579028400000,165.61,166.5,162.24,165.42,47033.69122,165.42
2020-01-14 22:00:00,1579032000000,165.42,165.54,162.99,163.49,31157.93151,163.49
2020-01-14 23:00:00,1579035600000,163.47,165.15,160.31,163.99,38178.3657,163.99
2020-01-15 00:00:00,1579039200000,164.0,166.27,163.74,163.84,19327.59266,163.84
2020-01-15 01:00:00,1579042800000,163.84,168.0,163.74,165.64,33133.29082,165.64
2020-01-15 02:00:00,1579046400000,165.6,171.98,163.16,169.27,106509.35241,169.27
2020-01-15 03:00:00,1579050000000,169.12,169.98,165.88,167.26,53783.40724,167.26
2020-01-15 04:00:00,1579053600000,167.27,168.04,166.7,166.96,25378.49195,166.96
2020-01-15 05:00:00,1579057200000,166.96,167.06,162.64,162.64,39131.07454,162.64
2020-01-15 06:00:00,1579060800000,162.63,163.44,160.27,160.55,46840.68615,160.55
2020-01-15 07:00:00,1579064400000,160.48,161.66,159.2,160.94,34912.3805,160.94
2020-01-15 08:00:00,1579068000000,160.94,163.8,160.84,163.17,19247.61482,163.17
2020-01-15 09:00:00,1579071600000,163.14,163.28,161.14,161.54,16863.61868,161.54
2020-01-15 10:00:00,1579075200000,161.48,162.76,161.0,161.96,12119.00024,161.96
2020-01-15 11:00:00,1579078800000,161.96,165.61,161.94,165.23,21633.30051,165.23
2020-01-15 12:00:00,1579082400000,165.29,167.8,164.3,167.24,38029.95615,167.24
2020-01-15 13:00:00,1579086000000,167.25,167.65,164.06,164.43,23805.392,164.43
2020-01-15 14:00:00,1579089600000,164.49,166.7,164.15,165.63,16963.05036,165.63
2020-01-15 15:00:00,1579093200000,165.61,168.92,165.57,168.25,26546.935,168.25
2020-01-15 16:00:00,1579096800000,168.25,168.63,164.14,165.76,44652.26889,165.76
2020-01-15 17:00:00,1579100400000,165.83,165.88,162.0,162.41,36121.89922,162.41
2020-01-15 18:00:00,1579104000000,162.41,165.11,160.52,164.15,38261.1472,164.15
2020-01-15 19:00:00,1579107600000,164.15,165.17,162.75,164.95,18352.89552,164.95
2020-01-15 20:00:00,1579111200000,164.94,165.2,163.32,163.67,15986.30995,163.67
2020-01-15 21:00:00,1579114800000,163.67,164.88,163.62,164.61,8177.65491,164.61
2020-01-15 22:00:00,1579118400000,164.62,166.85,163.91,166.32,20149.00057,166.32
2020-01-15 23:00:00,1579122000000,166.32,166.9,163.98,165.32,16517.69816,165.32
2020-01-16 00:00:00,1579125600000,165.35,166.9,164.73,166.72,13683.47778,166.72
2020-01-16 01:00:00,1579129200000,166.73,167.34,164.79,166.4,28021.19106,166.4
2020-01-16 02:00:00,1579132800000,166.4,167.4,162.48,163.95,37467.48307,163.95
2020-01-16 03:00:00,1579136400000,163.9,164.24,157.8,160.48,58986.69101,160.48
2020-01-16 04:00:00,1579140000000,160.47,161.64,159.41,160.29,17272.51321,160.29
2020-01-16 05:00:00,1579143600000,160.28,160.74,158.7,159.85,22306.89472,159.85
2020-01-16 06:00:00,1579147200000,159.87,161.17,159.28,160.39,16942.78869,160.39
2020-01-16 07:00:00,1579150800000,160.41,162.41,160.35,161.89,9388.87303,161.89
2020-01-16 08:00:00,1579154400000,161.91,162.6,161.3,162.19,8626.05801,162.19
2020-01-16 09:00:00,1579158000000,162.15,162.19,160.45,161.0,13437.30276,161.0
2020-01-16 10:00:00,1579161600000,161.0,161.96,160.29,161.24,11423.84983,161.24
2020-01-16 11:00:00,1579165200000,161.26,161.31,159.65,161.19,13353.4369,161.19
2020-01-16 12:00:00,1579168800000,161.19,162.5,160.2,162.49,17914.08594,162.49
2020-01-16 13:00:00,1579172400000,162.49,164.08,161.47,164.07,23911.68923,164.07
2020-01-16 14:00:00,1579176000000,164.01,165.62,162.18,162.58,30899.51003,162.58
2020-01-16 15:00:00,1579179600000,162.55,162.86,161.0,161.71,22006.48614,161.71
2020-01-16 16:00:00,1579183200000,161.7,162.3,160.2,162.28,16622.21111,162.28
2020-01-16 17:00:00,1579186800000,162.3,163.3,162.18,162.52,13119.63263,162.52
2020-01-16 18:00:00,1579190400000,162.51,163.62,160.65,161.95,24865.39484,161.95
2020-01-16 19:00:00,1579194000000,161.95,164.26,161.66,163.36,24548.94163,163.36
2020-01-16 20:00:00,1579197600000,163.38,164.2,162.54,163.35,9765.62636,163.35
2020-01-16 21:00:00,1579201200000,163.36,164.02,163.24,163.57,7087.67028,163.57
2020-01-16 22:00:00,1579204800000,163.56,165.67,163.5,165.56,14076.13853,165.56
2020-01-16 23:00:00,1579208400000,165.55,165.88,162.31,163.39,23700.39404,163.39
2020-01-17 00:00:00,1579212000000,163.4,164.38,162.83,164.14,8014.44161,164.14
2020-01-17 01:00:00,1579215600000,164.11,165.0,163.3,164.21,10432.75359,164.21
2020-01-17 02:00:00,1579219200000,164.24,165.25,162.14,163.78,23576.00106,163.78
2020-01-17 03:00:00,1579222800000,163.73,165.1,163.42,164.86,11699.01698,164.86
2020-01-17 04:00:00,1579226400000,165.01,167.23,164.6,165.67,28721.3465,165.67
2020-01-17 05:00:00,1579230000000,165.74,167.44,164.86,165.14,31402.92246,165.14
2020-01-17 06:00:00,1579233600000,165.14,166.76,164.85,166.66,19340.42443,166.66
2020-01-17 07:00:00,1579237200000,166.68,170.32,165.96,169.94,56439.19709,169.94
2020-01-17 08:00:00,1579240800000,169.99,171.39,167.58,168.04,63315.8889,168.04
2020-01-17 09:00:00,1579244400000,168.03,171.51,167.54,171.08,51386.93815,171.08
2020-01-17 10:00:00,1579248000000,171.08,174.81,169.86,171.66,75905.38108,171.66
2020-01-17 11:00:00,1579251600000,171.61,173.15,171.09,172.08,27659.43431,172.08
2020-01-17 12:00:00,1579255200000,172.08,172.65,169.66,170.78,41707.8277,170.78
2020-01-17 13:00:00,1579258800000,170.77,171.15,169.8,169.99,12251.72839,169.99
2020-01-17 14:00:00,1579262400000,169.98,170.24,167.25,168.02,33831.6629,168.02
2020-01-17 15:00:00,1579266000000,168.02,169.45,167.9,168.59,14160.86156,168.59
2020-01-17 16:00:00,1579269600000,168.61,168.63,165.13,166.29,34471.8647,166.29
2020-01-17 17:00:00,1579273200000,166.29,168.54,166.0,168.34,19141.7059,168.34
2020-01-17 18:00:00,1579276800000,168.31,171.39,167.6,170.04,49929.44516,170.04
2020-01-17 19:00:00,1579280400000,170.0,171.5,169.46,170.35,30525.99882,170.35
2020-01-17 20:00:00,1579284000000,170.35,173.25,170.25,172.37,30662.9181,172.37
2020-01-17 21:00:00,1579287600000,172.4,173.72,167.02,169.23,50728.737,169.23
2020-01-17 22:00:00,1579291200000,169.23,170.61,168.42,169.13,24272.77233,169.13
2020-01-17 23:00:00,1579294800000,169.08,171.48,169.01,171.32,7566.35793,171.32
2020-01-18 00:00:00,1579298400000,171.34,173.38,170.77,171.75,14094.84196,171.75
2020-01-18 01:00:00,1579302000000,171.84,172.5,169.85,169.85,14387.40512,169.85
2020-01-18 02:00:00,1579305600000,169.92,173.63,169.0,173.21,30280.41385,173.21
2020-01-18 03:00:00,1579309200000,173.25,173.69,171.5,172.6,23634.45401,172.6
2020-01-18 04:00:00,1579312800000,172.66,172.91,170.65,171.18,12319.63274,171.18
2020-01-18 05:00:00,1579316400000,171.21,172.38,170.61,171.93,14266.16008,171.93
2020-01-18 06:00:00,1579320000000,171.91,171.97,168.0,168.62,25084.73616,168.62
2020-01-18 07:00:00,1579323600000,168.62,169.59,167.05,168.09,31906.58605,168.09
2020-01-18 08:00:00,1579327200000,168.1,168.23,164.92,167.92,31893.74474,167.92
2020-01-18 09:00:00,1579330800000,167.95,169.15,166.82,168.07,19195.14057,168.07
2020-01-18 10:00:00,1579334400000,168.1,168.82,167.21,168.5,10929.18222,168.5
2020-01-18 11:00:00,1579338000000,168.49,170.11,168.13,169.35,14453.54467,169.35
2020-01-18 12:00:00,1579341600000,169.34,170.03,168.76,169.01,9888.94348,169.01
2020-01-18 13:00:00,1579345200000,169.01,169.14,167.86,169.07,8994.16593,169.07
2020-01-18 14:00:00,1579348800000,169.12,171.23,168.84,171.02,23974.26282,171.02
2020-01-18 15:00:00,1579352400000,171.03,176.01,170.13,174.17,83476.55558,174.17
2020-01-18 16:00:00,1579356000000,174.15,179.5,174.1,177.24,96012.15602,177.24
2020-01-18 17:00:00,1579359600000,177.34,178.5,173.59,175.53,63513.21267,175.53
2020-01-18 18:00:00,1579363200000,175.54,177.6,172.73,173.91,73606.73432,173.91
2020-01-18 19:00:00,1579366800000,173.91,175.27,173.1,174.89,28239.54338,174.89
2020-01-18 20:00:00,1579370400000,174.89,175.25,172.84,173.86,17193.54158,173.86
2020-01-18 21:00:00,1579374000000,173.87,175.07,173.52,174.97,13037.16202,174.97
2020-01-18 22:00:00,1579377600000,174.95,175.85,174.49,175.49,11534.53905,175.49
2020-01-18 23:00:00,1579381200000,175.5,176.88,175.43,176.62,7959.5153,176.62
2020-01-19 00:00:00,1579384800000,176.61,177.0,175.74,176.92,8913.18846,176.92
2020-01-19 01:00:00,1579388400000,176.93,177.04,173.87,174.14,28476.06412,174.14
2020-01-19 02:00:00,1579392000000,174.1,176.4,173.29,176.23,21662.80188,176.23
2020-01-19 03:00:00,1579395600000,176.23,178.05,174.0,175.33,50573.06147,175.33
2020-01-19 04:00:00,1579399200000,175.3,176.65,174.52,176.33,16030.19729,176.33
2020-01-19 05:00:00,1579402800000,176.33,177.75,176.05,176.25,13837.59683,176.25
2020-01-19 06:00:00,1579406400000,176.26,176.46,175.56,175.94,13528.04873,175.94
2020-01-19 07:00:00,1579410000000,175.89,176.59,175.16,176.12,11967.86335,176.12
2020-01-19 08:00:00,1579413600000,176.12,176.67,174.6,175.36,15925.06009,175.36
2020-01-19 09:00:00,1579417200000,175.32,176.9,174.6,176.55,17647.44702,176.55
2020-01-19 10:00:00,1579420800000,176.55,176.87,175.92,176.42,10043.6581,176.42
2020-01-19 11:00:00,1579424400000,176.45,177.3,174.8,175.5,21312.69357,175.5
2020-01-19 12:00:00,1579428000000,175.48,175.8,174.29,174.31,15486.60023,174.31
2020-01-19 13:00:00,1579431600000,174.31,174.39,164.0,166.62,128213.17088,166.62
2020-01-19 14:00:00,1579435200000,166.61,166.61,162.4,165.34,47832.6409,165.34
2020-01-19 15:00:00,1579438800000,165.4,165.41,161.66,164.38,33893.78514,164.38
2020-01-19 16:00:00,1579442400000,164.4,165.9,164.0,164.42,26268.37264,164.42
2020-01-19 17:00:00,1579446000000,164.43,165.32,163.49,164.81,29158.80125,164.81
2020-01-19 18:00:00,1579449600000,164.75,166.18,164.19,165.22,24500.70131,165.22
2020-01-19 19:00:00,1579453200000,165.17,165.52,164.63,165.13,12968.24974,165.13
2020-01-19 20:00:00,1579456800000,165.17,165.24,163.88,164.36,12728.14226,164.36
2020-01-19 21:00:00,1579460400000,164.33,165.19,163.9,164.92,17674.04716,164.92
2020-01-19 22:00:00,1579464000000,164.95,165.09,164.09,164.51,6747.19811,164.51
2020-01-19 23:00:00,1579467600000,164.52,166.08,164.11,165.81,25836.68129,165.81
2020-01-20 00:00:00,1579471200000,165.81,167.0,163.56,166.15,37583.89594,166.15
2020-01-20 01:00:00,1579474800000,166.11,167.5,165.62,166.79,13260.57086,166.79
2020-01-20 02:00:00,1579478400000,166.79,167.6,165.17,165.68,22472.41947,165.68
2020-01-20 03:00:00,1579482000000,165.71,166.5,165.2,165.42,10499.10347,165.42
2020-01-20 04:00:00,1579485600000,165.43,165.93,165.1,165.46,9430.21568,165.46
2020-01-20 05:00:00,1579489200000,165.44,165.78,165.25,165.66,5593.92538,165.66
2020-01-20 06:00:00,1579492800000,165.65,166.3,164.29,164.75,17949.81825,164.75
2020-01-20 07:00:00,1579496400000,164.76,165.76,164.74,165.66,7640.41402,165.66
2020-01-20 08:00:00,1579500000000,165.64,166.23,165.51,165.83,6940.10405,165.83
2020-01-20 09:00:00,1579503600000,165.8,166.4,165.21,165.63,10581.84899,165.63
2020-01-20 10:00:00,1579507200000,165.62,166.25,164.5,165.35,14489.17182,165.35
2020-01-20 11:00:00,1579510800000,165.35,165.65,164.28,164.65,11521.42588,164.65
2020-01-20 12:00:00,1579514400000,164.65,165.26,164.56,164.86,7779.40024,164.86
2020-01-20 13:00:00,1579518000000,164.9,165.16,161.88,163.04,24163.58696,163.04
2020-01-20 14:00:00,1579521600000,163.05,164.17,162.0,162.55,25738.47353,162.55
2020-01-20 15:00:00,1579525200000,162.53,165.05,161.24,164.02,30192.32452,164.02
2020-01-20 16:00:00,1579528800000,164.08,166.67,163.85,166.2,19719.48345,166.2
2020-01-20 17:00:00,1579532400000,166.2,167.04,165.58,166.83,18883.57175,166.83
2020-01-20 18:00:00,1579536000000,166.88,167.75,165.96,166.88,23619.28156,166.88
2020-01-20 19:00:00,1579539600000,166.88,167.08,166.18,166.3,7882.27763,166.3
2020-01-20 20:00:00,1579543200000,166.27,166.91,166.12,166.5,9824.79431,166.5
2020-01-20 21:00:00,1579546800000,166.5,167.79,166.5,167.67,17770.59536,167.67
2020-01-20 22:00:00,1579550400000,167.66,167.87,166.88,167.32,8368.62189,167.32
2020-01-20 23:00:00,1579554000000,167.32,167.32,166.87,167.28,4856.45,167.28
2020-01-21 00:00:00,1579557600000,167.25,169.33,167.11,167.49,18744.7398,167.49
2020-01-21 01:00:00,1579561200000,167.49,168.0,166.6,166.87,23430.83609,166.87
2020-01-21 02:00:00,1579564800000,166.86,167.2,165.61,166.42,23336.26878,166.42
2020-01-21 03:00:00,1579568400000,166.42,167.12,166.33,167.06,4484.26973,167.06
2020-01-21 04:00:00,1579572000000,167.03,167.66,166.9,167.38,7316.74871,167.38
2020-01-21 05:00:00,1579575600000,167.37,168.4,167.25,168.3,8058.69642,168.3
2020-01-21 06:00:00,1579579200000,168.32,168.86,167.72,167.84,10444.64039,167.84
2020-01-21 07:00:00,1579582800000,167.84,167.9,166.69,167.15,9121.87428,167.15
2020-01-21 08:00:00,1579586400000,167.2,167.71,166.73,167.23,9279.56262,167.23
2020-01-21 09:00:00,1579590000000,167.25,167.37,166.17,166.53,16907.06864,166.53
2020-01-21 10:00:00,1579593600000,166.51,167.3,165.86,167.11,14073.84035,167.11
2020-01-21 11:00:00,1579597200000,167.08,168.06,166.57,166.76,9320.73068,166.76
2020-01-21 12:00:00,1579600800000,166.75,168.08,166.48,168.01,16523.02058,168.01
2020-01-21 13:00:00,1579604400000,168.01,168.7,167.45,167.93,19412.8668,167.93
2020-01-21 14:00:00,1579608000000,167.92,168.53,167.32,168.1,8312.91858,168.1
2020-01-21 15:00:00,1579611600000,168.09,169.25,167.9,168.88,11163.31966,168.88
2020-01-21 16:00:00,1579615200000,168.88,168.92,168.09,168.24,7205.19039,168.24
2020-01-21 17:00:00,1579618800000,168.25,169.05,167.88,168.1,8970.20405,168.1
2020-01-21 18:00:00,1579622400000,168.09,168.48,166.75,167.65,22621.85164,167.65
2020-01-21 19:00:00,1579626000000,167.66,167.93,167.24,167.71,8649.28443,167.71
2020-01-21 20:00:00,1579629600000,167.68,167.81,166.35,167.06,5755.78474,167.06
2020-01-21 21:00:00,1579633200000,167.05,167.45,164.8,165.12,21078.59424,165.12
2020-01-21 22:00:00,1579636800000,165.13,168.52,165.12,168.32,28342.58519,168.32
2020-01-21 23:00:00,1579640400000,168.33,170.32,168.33,169.14,24008.22847,169.14
2020-01-22 00:00:00,1579644000000,169.14,169.53,168.23,169.36,5352.14695,169.36
2020-01-22 01:00:00,1579647600000,169.36,169.85,168.83,169.49,8267.93898,169.49
2020-01-22 02:00:00,1579651200000,169.48,170.05,169.3,169.71,9174.59597,169.71
2020-01-22 03:00:00,1579654800000,169.71,169.75,168.75,169.09,8088.81975,169.09
2020-01-22 04:00:00,1579658400000,169.09,169.44,167.79,168.57,11284.64838,168.57
2020-01-22 05:00:00,1579662000000,168.56,169.46,168.23,168.69,7375.89394,168.69
2020-01-22 06:00:00,1579665600000,168.69,169.58,168.62,169.45,6011.34825,169.45
2020-01-22 07:00:00,1579669200000,169.44,169.47,168.84,168.96,6703.36893,168.96
2020-01-22 08:00:00,1579672800000,168.96,170.0,168.89,169.85,11666.48498,169.85
2020-01-22 09:00:00,1579676400000,169.85,171.47,168.96,169.2,47741.82397,169.2
2020-01-22 10:00:00,1579680000000,169.25,169.55,167.51,168.44,36850.25678,168.44
2020-01-22 11:00:00,1579683600000,168.46,169.12,167.91,168.99,13076.1728,168.99
2020-01-22 12:00:00,1579687200000,168.98,169.02,168.05,168.35,6900.86728,168.35
2020-01-22 13:00:00,1579690800000,168.36,168.45,167.31,168.0,12013.79072,168.0
2020-01-22 14:00:00,1579694400000,168.0,168.31,167.45,168.01,7136.83658,168.01
2020-01-22 15:00:00,1579698000000,168.01,168.02,166.03,166.43,16562.25189,166.43
2020-01-22 16:00:00,1579701600000,166.42,167.34,166.07,166.95,10664.2134,166.95
2020-01-22 17:00:00,1579705200000,166.92,167.91,166.72,167.42,7431.21739,167.42
2020-01-22 18:00:00,1579708800000,167.43,169.04,166.62,168.42,18784.9109,168.42
2020-01-22 19:00:00,1579712400000,168.4,168.88,167.59,168.36,6847.7147,168.36
2020-01-22 20:00:00,1579716000000,168.38,168.4,167.57,168.0,4515.96194,168.0
2020-01-22 21:00:00,1579719600000,167.99,168.29,167.32,168.0,6615.11272,168.0
2020-01-22 22:00:00,1579723200000,167.97,168.21,167.51,168.16,4455.61416,168.16
2020-01-22 23:00:00,1579726800000,168.16,168.23,167.76,167.91,2935.28651,167.91
2020-01-23 00:00:00,1579730400000,167.91,168.08,167.5,167.57,1979.17975,167.57
2020-01-23 01:00:00,1579734000000,167.56,168.22,167.5,168.07,7424.53117,168.07
2020-01-23 02:00:00,1579737600000,168.07,168.2,166.78,167.16,10752.4162,167.16
2020-01-23 03:00:00,1579741200000,167.21,167.45,164.72,164.92,24532.14593,164.92
2020-01-23 04:00:00,1579744800000,164.89,165.96,164.18,165.89,17920.45351,165.89
2020-01-23 05:00:00,1579748400000,165.91,166.14,165.4,165.44,15585.25543,165.44
2020-01-23 06:00:00,1579752000000,165.44,165.57,164.24,164.73,14830.80311,164.73
2020-01-23 07:00:00,1579755600000,164.72,164.73,162.71,163.97,29221.98591,163.97
2020-01-23 08:00:00,1579759200000,163.98,164.23,163.25,163.88,10065.62118,163.88
2020-01-23 09:00:00,1579762800000,163.89,165.31,163.35,164.88,17002.31759,164.88
2020-01-23 10:00:00,1579766400000,164.86,165.69,163.71,163.71,17155.65094,163.71
2020-01-23 11:00:00,1579770000000,163.71,163.9,163.0,163.48,19506.56137,163.48
2020-01-23 12:00:00,1579773600000,163.47,163.9,162.5,163.57,14254.17272,163.57
2020-01-23 13:00:00,1579777200000,163.57,163.57,162.59,162.7,11851.88862,162.7
2020-01-23 14:00:00,1579780800000,162.7,163.31,161.73,162.78,19007.63109,162.78
2020-01-23 15:00:00,1579784400000,162.77,162.78,161.08,161.61,17199.3251,161.61
2020-01-23 16:00:00,1579788000000,161.62,162.43,161.22,162.2,13446.35058,162.2
2020-01-23 17:00:00,1579791600000,162.2,163.9,161.98,163.15,14599.07101,163.15
2020-01-23 18:00:00,1579795200000,163.17,163.45,161.95,162.38,10950.00177,162.38
2020-01-23 19:00:00,1579798800000,162.37,163.47,161.2,161.74,11670.73364,161.74
2020-01-23 20:00:00,1579802400000,161.74,161.81,159.21,159.8,36873.66596,159.8
2020-01-23 21:00:00,1579806000000,159.79,160.91,159.45,160.63,8515.40484,160.63
2020-01-23 22:00:00,1579809600000,160.62,161.23,159.85,161.14,8510.53547,161.14
2020-01-23 23:00:00,1579813200000,161.07,163.28,160.94,162.51,14219.56328,162.51
2020-01-24 00:00:00,1579816800000,162.47,163.46,162.44,163.0,5517.24041,163.0
2020-01-24 01:00:00,1579820400000,163.01,163.22,161.74,162.81,10225.55419,162.81
2020-01-24 02:00:00,1579824000000,162.85,163.41,162.08,163.07,10385.48234,163.07
2020-01-24 03:00:00,1579827600000,163.07,163.42,161.33,161.36,16272.71618,161.36
2020-01-24 04:00:00,1579831200000,161.37,161.66,157.5,158.63,34607.59354,158.63
2020-01-24 05:00:00,1579834800000,158.64,159.88,158.28,158.99,11297.9605,158.99
2020-01-24 06:00:00,1579838400000,158.99,159.79,158.25,158.31,13151.99393,158.31
2020-01-24 07:00:00,1579842000000,158.31,159.59,158.29,159.41,9161.56945,159.41
2020-01-24 08:00:00,1579845600000,159.44,159.98,158.7,159.54,10456.77467,159.54
2020-01-24 09:00:00,1579849200000,159.53,159.84,158.45,159.25,10476.73612,159.25
2020-01-24 10:00:00,1579852800000,159.24,159.29,158.47,158.89,8896.55579,158.89
2020-01-24 11:00:00,1579856400000,158.89,159.14,155.73,156.14,40827.37679,156.14
2020-01-24 12:00:00,1579860000000,156.14,157.62,155.82,156.35,20072.29845,156.35
2020-01-24 13:00:00,1579863600000,156.36,161.02,155.55,160.63,42122.89274,160.63
2020-01-24 14:00:00,1579867200000,160.7,162.0,160.0,161.36,30145.13161,161.36
2020-01-24 15:00:00,1579870800000,161.36,161.96,160.0,161.73,18546.96954,161.73
2020-01-24 16:00:00,1579874400000,161.75,163.32,161.08,162.04,28046.45968,162.04
2020-01-24 17:00:00,1579878000000,162.07,162.95,161.21,162.62,20912.26593,162.62
2020-01-24 18:00:00,1579881600000,162.67,163.19,160.92,160.92,16777.839,160.92
2020-01-24 19:00:00,1579885200000,160.92,161.58,160.6,161.18,6921.86368,161.18
2020-01-24 20:00:00,1579888800000,161.17,162.5,161.15,161.77,14219.3967,161.77
2020-01-24 21:00:00,1579892400000,161.72,164.45,161.56,163.71,29294.20035,163.71
2020-01-24 22:00:00,1579896000000,163.7,164.37,162.59,163.35,12491.40754,163.35
2020-01-24 23:00:00,1579899600000,163.32,163.76,163.06,163.27,3981.63606,163.27
2020-01-25 00:00:00,1579903200000,163.25,163.38,162.0,163.07,11657.87288,163.07
2020-01-25 01:00:00,1579906800000,163.06,164.01,162.1,162.54,9288.20555,162.54
2020-01-25 02:00:00,1579910400000,162.51,162.58,158.02,158.63,40896.67428,158.63
2020-01-25 03:00:00,1579914000000,158.55,159.32,157.61,158.49,18874.47444,158.49
2020-01-25 04:00:00,1579917600000,158.58,159.47,158.3,159.24,5915.70171,159.24
2020-01-25 05:00:00,1579921200000,159.24,159.85,158.66,159.05,4150.93225,159.05
2020-01-25 06:00:00,1579924800000,159.0,160.61,158.65,159.42,6051.25171,159.42
2020-01-25 07:00:00,1579928400000,159.41,159.96,158.69,159.63,6419.2367,159.63
2020-01-25 08:00:00,1579932000000,159.64,160.22,159.35,159.42,5634.35544,159.42
2020-01-25 09:00:00,1579935600000,159.4,160.19,159.27,159.53,6234.67582,159.53
2020-01-25 10:00:00,1579939200000,159.53,161.52,159.36,161.22,16420.85998,161.22
2020-01-25 11:00:00,1579942800000,161.25,161.44,160.07,160.48,8741.64687,160.48
2020-01-25 12:00:00,1579946400000,160.49,160.9,158.8,159.45,11129.61488,159.45
2020-01-25 13:00:00,1579950000000,159.48,159.85,158.81,159.29,7330.02858,159.29
2020-01-25 14:00:00,1579953600000,159.3,159.77,158.78,158.83,5363.40148,158.83
2020-01-25 15:00:00,1579957200000,158.83,160.91,158.7,160.06,10134.1639,160.06
2020-01-25 16:00:00,1579960800000,160.12,161.0,160.0,160.01,5601.61484,160.01
2020-01-25 17:00:00,1579964400000,160.0,160.65,159.61,160.41,3916.49583,160.41
2020-01-25 18:00:00,1579968000000,160.43,161.6,160.0,161.04,10853.61254,161.04
2020-01-25 19:00:00,1579971600000,161.06,161.35,160.27,160.39,4774.52795,160.39
2020-01-25 20:00:00,1579975200000,160.39,160.96,159.95,160.6,2329.17731,160.6
2020-01-25 21:00:00,1579978800000,160.63,161.32,160.57,161.0,6817.20991,161.0
2020-01-25 22:00:00,1579982400000,161.0,161.29,160.72,161.19,5834.25026,161.19
2020-01-25 23:00:00,1579986000000,161.2,162.3,161.04,161.58,8882.22496,161.58
2020-01-26 00:00:00,1579989600000,161.61,162.79,161.0,161.1,9319.91668,161.1
2020-01-26 01:00:00,1579993200000,161.12,161.87,160.14,160.35,8295.60365,160.35
2020-01-26 02:00:00,1579996800000,160.36,160.55,159.41,160.12,10695.39271,160.12
2020-01-26 03:00:00,1580000400000,160.12,161.04,159.84,160.28,4942.68629,160.28
2020-01-26 04:00:00,1580004000000,160.28,160.29,159.61,159.64,4127.4248,159.64
2020-01-26 05:00:00,1580007600000,159.67,161.78,159.6,161.22,9505.92065,161.22
2020-01-26 06:00:00,1580011200000,161.22,161.22,160.46,160.86,4779.851,160.86
2020-01-26 07:00:00,1580014800000,160.87,161.69,160.76,161.0,4410.32714,161.0
2020-01-26 08:00:00,1580018400000,161.0,161.4,160.59,160.81,4986.46777,160.81
2020-01-26 09:00:00,1580022000000,160.82,161.38,160.61,161.23,3048.43461,161.23
2020-01-26 10:00:00,1580025600000,161.24,163.63,160.87,162.41,27876.63242,162.41
2020-01-26 11:00:00,1580029200000,162.4,163.0,161.8,162.37,7974.12981,162.37
2020-01-26 12:00:00,1580032800000,162.35,163.24,162.02,162.87,9591.06755,162.87
2020-01-26 13:00:00,1580036400000,162.86,163.45,162.54,163.14,11294.47941,163.14
2020-01-26 14:00:00,1580040000000,163.17,164.1,162.89,163.54,14448.74044,163.54
2020-01-26 15:00:00,1580043600000,163.57,163.94,162.78,163.31,9757.96616,163.31
2020-01-26 16:00:00,1580047200000,163.32,163.67,162.96,163.32,5727.13404,163.32
